"","county","county_code","year_code","month_code","preterm","non_preterm"
"691","Erie County, NY","36029",2009,7,109,750
"692","Erie County, NY","36029",2009,8,109,696
"693","Erie County, NY","36029",2009,9,119,700
"694","Erie County, NY","36029",2009,10,131,666
"695","Erie County, NY","36029",2009,11,100,601
"696","Erie County, NY","36029",2009,12,126,643
"697","Erie County, NY","36029",2010,1,90,613
"698","Erie County, NY","36029",2010,2,104,588
"699","Erie County, NY","36029",2010,3,87,683
"700","Erie County, NY","36029",2010,4,90,682
"701","Erie County, NY","36029",2010,5,100,693
"702","Erie County, NY","36029",2010,6,100,748
"703","Erie County, NY","36029",2010,7,121,715
"704","Erie County, NY","36029",2010,8,132,736
"705","Erie County, NY","36029",2010,9,99,699
"706","Erie County, NY","36029",2010,10,129,685
"707","Erie County, NY","36029",2010,11,95,616
"708","Erie County, NY","36029",2010,12,116,643
"709","Erie County, NY","36029",2011,1,118,629
"710","Erie County, NY","36029",2011,2,96,574
"711","Erie County, NY","36029",2011,3,99,685
"712","Erie County, NY","36029",2011,4,113,628
"713","Erie County, NY","36029",2011,5,116,699
"714","Erie County, NY","36029",2011,6,106,697
"715","Erie County, NY","36029",2011,7,114,693
"716","Erie County, NY","36029",2011,8,101,777
"717","Erie County, NY","36029",2011,9,112,657
"718","Erie County, NY","36029",2011,10,86,679
"719","Erie County, NY","36029",2011,11,89,647
"720","Erie County, NY","36029",2011,12,116,674
"721","Erie County, NY","36029",2012,1,88,640
"722","Erie County, NY","36029",2012,2,105,593
"723","Erie County, NY","36029",2012,3,140,682
"724","Erie County, NY","36029",2012,4,120,640
"725","Erie County, NY","36029",2012,5,126,693
"726","Erie County, NY","36029",2012,6,103,707
"727","Erie County, NY","36029",2012,7,116,716
"728","Erie County, NY","36029",2012,8,122,789
"729","Erie County, NY","36029",2012,9,128,711
"730","Erie County, NY","36029",2012,10,98,726
"731","Erie County, NY","36029",2012,11,98,653
"732","Erie County, NY","36029",2012,12,101,684
"733","Erie County, NY","36029",2013,1,109,684
"734","Erie County, NY","36029",2013,2,106,613
"735","Erie County, NY","36029",2013,3,117,670
"736","Erie County, NY","36029",2013,4,88,650
"737","Erie County, NY","36029",2013,5,96,701
"738","Erie County, NY","36029",2013,6,124,702
"739","Erie County, NY","36029",2013,7,122,799
"740","Erie County, NY","36029",2013,8,126,754
"741","Erie County, NY","36029",2013,9,111,710
"742","Erie County, NY","36029",2013,10,107,625
"743","Erie County, NY","36029",2013,11,106,650
"744","Erie County, NY","36029",2013,12,98,669
"745","Erie County, NY","36029",2014,1,108,601
"746","Erie County, NY","36029",2014,2,110,589
"747","Erie County, NY","36029",2014,3,102,704
"748","Erie County, NY","36029",2014,4,91,650
"749","Erie County, NY","36029",2014,5,157,746
"750","Erie County, NY","36029",2014,6,110,765
"751","Erie County, NY","36029",2014,7,127,760
"752","Erie County, NY","36029",2014,8,148,789
"753","Erie County, NY","36029",2014,9,114,714
"754","Erie County, NY","36029",2014,10,113,724
"755","Erie County, NY","36029",2014,11,126,611
"756","Erie County, NY","36029",2014,12,116,690
"757","Erie County, NY","36029",2015,1,96,639
"758","Erie County, NY","36029",2015,2,116,623
"759","Erie County, NY","36029",2015,3,102,708
"760","Erie County, NY","36029",2015,4,105,730
"761","Erie County, NY","36029",2015,5,157,754
"762","Erie County, NY","36029",2015,6,122,779
"763","Erie County, NY","36029",2015,7,129,745
"764","Erie County, NY","36029",2015,8,130,714
"765","Erie County, NY","36029",2015,9,103,704
"766","Erie County, NY","36029",2015,10,98,728
"767","Erie County, NY","36029",2015,11,107,612
"768","Erie County, NY","36029",2015,12,112,664
"769","Erie County, NY","36029",2016,1,98,732
"770","Erie County, NY","36029",2016,2,115,603
"771","Erie County, NY","36029",2016,3,111,673
"772","Erie County, NY","36029",2016,4,149,687
"773","Erie County, NY","36029",2016,5,135,678
"774","Erie County, NY","36029",2016,6,125,713
"775","Erie County, NY","36029",2016,7,143,760
"776","Erie County, NY","36029",2016,8,127,703
"777","Erie County, NY","36029",2016,9,92,669
"778","Erie County, NY","36029",2016,10,114,627
"779","Erie County, NY","36029",2016,11,114,615
"780","Erie County, NY","36029",2016,12,102,612
"781","Erie County, NY","36029",2017,1,127,611
"782","Erie County, NY","36029",2017,2,116,557
"783","Erie County, NY","36029",2017,3,129,655
"784","Erie County, NY","36029",2017,4,115,622
"785","Erie County, NY","36029",2017,5,127,695
"786","Erie County, NY","36029",2017,6,144,718
"787","Erie County, NY","36029",2017,7,112,750
"788","Erie County, NY","36029",2017,8,106,742
"789","Erie County, NY","36029",2017,9,127,732
"790","Erie County, NY","36029",2017,10,121,651
"791","Erie County, NY","36029",2017,11,104,627
"792","Erie County, NY","36029",2017,12,135,641
"793","Jefferson County, NY","36045",2007,1,0,113
"794","Jefferson County, NY","36045",2007,2,11,105
"795","Jefferson County, NY","36045",2007,3,11,97
"796","Jefferson County, NY","36045",2007,4,15,118
"797","Jefferson County, NY","36045",2007,5,13,124
"798","Jefferson County, NY","36045",2007,6,0,147
"799","Jefferson County, NY","36045",2007,7,12,122
"800","Jefferson County, NY","36045",2007,8,12,123
"801","Jefferson County, NY","36045",2007,9,16,107
"802","Jefferson County, NY","36045",2007,10,13,141
"803","Jefferson County, NY","36045",2007,11,0,125
"804","Jefferson County, NY","36045",2007,12,12,120
"805","Jefferson County, NY","36045",2008,1,0,126
"806","Jefferson County, NY","36045",2008,2,11,147
"807","Jefferson County, NY","36045",2008,3,0,148
"808","Jefferson County, NY","36045",2008,4,20,150
"809","Jefferson County, NY","36045",2008,5,20,146
"810","Jefferson County, NY","36045",2008,6,12,141
"811","Jefferson County, NY","36045",2008,7,11,146
"812","Jefferson County, NY","36045",2008,8,14,186
"813","Jefferson County, NY","36045",2008,9,10,163
"814","Jefferson County, NY","36045",2008,10,29,153
"815","Jefferson County, NY","36045",2008,11,12,131
"816","Jefferson County, NY","36045",2008,12,0,143
"817","Jefferson County, NY","36045",2009,1,0,118
"818","Jefferson County, NY","36045",2009,2,0,114
"819","Jefferson County, NY","36045",2009,3,0,148
"820","Jefferson County, NY","36045",2009,4,0,140
"821","Jefferson County, NY","36045",2009,5,15,157
"822","Jefferson County, NY","36045",2009,6,0,155
"823","Jefferson County, NY","36045",2009,7,10,124
"824","Jefferson County, NY","36045",2009,8,19,163
"825","Jefferson County, NY","36045",2009,9,12,154
"826","Jefferson County, NY","36045",2009,10,18,138
"827","Jefferson County, NY","36045",2009,11,0,130
"828","Jefferson County, NY","36045",2009,12,16,125
"829","Jefferson County, NY","36045",2010,1,16,122
"830","Jefferson County, NY","36045",2010,2,0,139
"831","Jefferson County, NY","36045",2010,3,18,144
"832","Jefferson County, NY","36045",2010,4,15,125
"833","Jefferson County, NY","36045",2010,5,14,127
"834","Jefferson County, NY","36045",2010,6,22,148
"835","Jefferson County, NY","36045",2010,7,12,160
"836","Jefferson County, NY","36045",2010,8,10,129
"837","Jefferson County, NY","36045",2010,9,15,162
"838","Jefferson County, NY","36045",2010,10,14,162
"839","Jefferson County, NY","36045",2010,11,13,150
"840","Jefferson County, NY","36045",2010,12,10,155
"841","Jefferson County, NY","36045",2011,1,15,124
"842","Jefferson County, NY","36045",2011,2,0,140
"843","Jefferson County, NY","36045",2011,3,14,140
"844","Jefferson County, NY","36045",2011,4,0,133
"845","Jefferson County, NY","36045",2011,5,15,175
"846","Jefferson County, NY","36045",2011,6,14,173
"847","Jefferson County, NY","36045",2011,7,0,150
"848","Jefferson County, NY","36045",2011,8,0,148
"849","Jefferson County, NY","36045",2011,9,15,150
"850","Jefferson County, NY","36045",2011,10,10,165
"851","Jefferson County, NY","36045",2011,11,0,148
"852","Jefferson County, NY","36045",2011,12,16,158
"853","Jefferson County, NY","36045",2012,1,12,148
"854","Jefferson County, NY","36045",2012,2,0,129
"855","Jefferson County, NY","36045",2012,3,0,141
"856","Jefferson County, NY","36045",2012,4,14,152
"857","Jefferson County, NY","36045",2012,5,17,166
"858","Jefferson County, NY","36045",2012,6,0,186
"859","Jefferson County, NY","36045",2012,7,22,161
"860","Jefferson County, NY","36045",2012,8,21,185
"861","Jefferson County, NY","36045",2012,9,12,159
"862","Jefferson County, NY","36045",2012,10,15,179
"863","Jefferson County, NY","36045",2012,11,14,157
"864","Jefferson County, NY","36045",2012,12,13,151
"865","Jefferson County, NY","36045",2013,1,0,151
"866","Jefferson County, NY","36045",2013,2,11,154
"867","Jefferson County, NY","36045",2013,3,10,176
"868","Jefferson County, NY","36045",2013,4,11,143
"869","Jefferson County, NY","36045",2013,5,14,152
"870","Jefferson County, NY","36045",2013,6,17,148
"871","Jefferson County, NY","36045",2013,7,13,177
"872","Jefferson County, NY","36045",2013,8,19,173
"873","Jefferson County, NY","36045",2013,9,12,181
"874","Jefferson County, NY","36045",2013,10,13,181
"875","Jefferson County, NY","36045",2013,11,0,128
"876","Jefferson County, NY","36045",2013,12,13,131
"877","Jefferson County, NY","36045",2014,1,0,112
"878","Jefferson County, NY","36045",2014,2,0,108
"879","Jefferson County, NY","36045",2014,3,12,149
"880","Jefferson County, NY","36045",2014,4,10,136
"881","Jefferson County, NY","36045",2014,5,12,145
"882","Jefferson County, NY","36045",2014,6,0,165
"883","Jefferson County, NY","36045",2014,7,21,171
"884","Jefferson County, NY","36045",2014,8,27,166
"885","Jefferson County, NY","36045",2014,9,13,168
"886","Jefferson County, NY","36045",2014,10,13,146
"887","Jefferson County, NY","36045",2014,11,15,137
"888","Jefferson County, NY","36045",2014,12,11,149
"889","Jefferson County, NY","36045",2015,1,10,137
"890","Jefferson County, NY","36045",2015,2,10,137
"891","Jefferson County, NY","36045",2015,3,0,142
"892","Jefferson County, NY","36045",2015,4,0,125
"893","Jefferson County, NY","36045",2015,5,10,166
"894","Jefferson County, NY","36045",2015,6,13,150
"895","Jefferson County, NY","36045",2015,7,16,147
"896","Jefferson County, NY","36045",2015,8,12,147
"897","Jefferson County, NY","36045",2015,9,19,163
"898","Jefferson County, NY","36045",2015,10,13,164
"899","Jefferson County, NY","36045",2015,11,17,125
"900","Jefferson County, NY","36045",2015,12,14,152
"901","Jefferson County, NY","36045",2016,1,16,140
"902","Jefferson County, NY","36045",2016,2,12,131
"903","Jefferson County, NY","36045",2016,3,25,138
"904","Jefferson County, NY","36045",2016,4,15,130
"905","Jefferson County, NY","36045",2016,5,10,149
"906","Jefferson County, NY","36045",2016,6,16,111
"907","Jefferson County, NY","36045",2016,7,16,137
"908","Jefferson County, NY","36045",2016,8,15,135
"909","Jefferson County, NY","36045",2016,9,17,127
"910","Jefferson County, NY","36045",2016,10,15,114
"911","Jefferson County, NY","36045",2016,11,11,123
"912","Jefferson County, NY","36045",2016,12,16,119
"913","Jefferson County, NY","36045",2017,1,11,151
"914","Jefferson County, NY","36045",2017,2,14,119
"915","Jefferson County, NY","36045",2017,3,15,150
