"Notes"	"County"	"County Code"	"Year"	"Year Code"	"Month"	"Month Code"	"OE Gestational Age Weekly"	"OE Gestational Age Weekly Code"	Births	Average Birth Weight	Average Age of Mother	Average LMP Gestational Age	Average OE Gestational Age
	"New York County, NY"	"36061"	"2015"	"2015"	"September"	"9"	"40 weeks"	"40"	388	3473.55	31.30	39.74	40.00
	"New York County, NY"	"36061"	"2015"	"2015"	"September"	"9"	"41 weeks"	"41"	129	3573.51	31.33	40.84	41.00
	"New York County, NY"	"36061"	"2015"	"2015"	"October"	"10"	"34 weeks"	"34"	20	2182.55	33.80	34.10	34.00
	"New York County, NY"	"36061"	"2015"	"2015"	"October"	"10"	"35 weeks"	"35"	20	2369.65	32.65	35.10	35.00
	"New York County, NY"	"36061"	"2015"	"2015"	"October"	"10"	"36 weeks"	"36"	56	2656.70	33.86	36.34	36.00
	"New York County, NY"	"36061"	"2015"	"2015"	"October"	"10"	"37 weeks"	"37"	122	2965.31	32.54	37.52	37.00
	"New York County, NY"	"36061"	"2015"	"2015"	"October"	"10"	"38 weeks"	"38"	230	3175.72	31.93	38.26	38.00
	"New York County, NY"	"36061"	"2015"	"2015"	"October"	"10"	"39 weeks"	"39"	522	3324.80	32.22	39.13	39.00
	"New York County, NY"	"36061"	"2015"	"2015"	"October"	"10"	"40 weeks"	"40"	394	3475.48	31.13	39.84	40.00
	"New York County, NY"	"36061"	"2015"	"2015"	"October"	"10"	"41 weeks"	"41"	162	3545.56	31.20	40.72	41.00
	"New York County, NY"	"36061"	"2015"	"2015"	"October"	"10"	"42 weeks"	"42"	10	3619.90	32.00	41.60	42.00
	"New York County, NY"	"36061"	"2015"	"2015"	"November"	"11"	"34 weeks"	"34"	13	2310.38	32.38	33.85	34.00
	"New York County, NY"	"36061"	"2015"	"2015"	"November"	"11"	"35 weeks"	"35"	23	2499.45	33.61	34.57	35.00
	"New York County, NY"	"36061"	"2015"	"2015"	"November"	"11"	"36 weeks"	"36"	41	2706.63	31.95	36.29	36.00
	"New York County, NY"	"36061"	"2015"	"2015"	"November"	"11"	"37 weeks"	"37"	104	2958.89	32.67	37.43	37.00
	"New York County, NY"	"36061"	"2015"	"2015"	"November"	"11"	"38 weeks"	"38"	209	3156.10	31.42	38.16	38.00
	"New York County, NY"	"36061"	"2015"	"2015"	"November"	"11"	"39 weeks"	"39"	536	3341.50	32.73	38.99	39.00
	"New York County, NY"	"36061"	"2015"	"2015"	"November"	"11"	"40 weeks"	"40"	332	3492.54	32.27	39.90	40.00
	"New York County, NY"	"36061"	"2015"	"2015"	"November"	"11"	"41 weeks"	"41"	127	3628.65	31.65	40.79	41.00
	"New York County, NY"	"36061"	"2015"	"2015"	"December"	"12"	"33 weeks"	"33"	12	1771.50	33.92	33.67	33.00
	"New York County, NY"	"36061"	"2015"	"2015"	"December"	"12"	"34 weeks"	"34"	24	2171.54	34.21	34.50	34.00
	"New York County, NY"	"36061"	"2015"	"2015"	"December"	"12"	"35 weeks"	"35"	26	2473.69	34.00	34.92	35.00
	"New York County, NY"	"36061"	"2015"	"2015"	"December"	"12"	"36 weeks"	"36"	45	2640.42	32.60	36.67	36.00
	"New York County, NY"	"36061"	"2015"	"2015"	"December"	"12"	"37 weeks"	"37"	135	2916.77	32.02	37.32	37.00
	"New York County, NY"	"36061"	"2015"	"2015"	"December"	"12"	"38 weeks"	"38"	214	3088.29	31.84	38.33	38.00
	"New York County, NY"	"36061"	"2015"	"2015"	"December"	"12"	"39 weeks"	"39"	492	3285.61	32.29	38.91	39.00
	"New York County, NY"	"36061"	"2015"	"2015"	"December"	"12"	"40 weeks"	"40"	363	3432.39	31.94	39.69	40.00
	"New York County, NY"	"36061"	"2015"	"2015"	"December"	"12"	"41 weeks"	"41"	125	3554.90	32.08	40.70	41.00
	"New York County, NY"	"36061"	"2016"	"2016"	"January"	"1"	"34 weeks"	"34"	15	2115.00	30.40	34.67	34.00
	"New York County, NY"	"36061"	"2016"	"2016"	"January"	"1"	"35 weeks"	"35"	20	2303.20	33.15	36.00	35.00
	"New York County, NY"	"36061"	"2016"	"2016"	"January"	"1"	"36 weeks"	"36"	58	2647.57	33.14	36.00	36.00
	"New York County, NY"	"36061"	"2016"	"2016"	"January"	"1"	"37 weeks"	"37"	110	2944.21	31.98	37.38	37.00
	"New York County, NY"	"36061"	"2016"	"2016"	"January"	"1"	"38 weeks"	"38"	216	3115.95	32.45	38.25	38.00
	"New York County, NY"	"36061"	"2016"	"2016"	"January"	"1"	"39 weeks"	"39"	491	3339.95	32.50	39.04	39.00
	"New York County, NY"	"36061"	"2016"	"2016"	"January"	"1"	"40 weeks"	"40"	409	3413.58	31.49	39.78	40.00
	"New York County, NY"	"36061"	"2016"	"2016"	"January"	"1"	"41 weeks"	"41"	127	3593.08	31.23	40.69	41.00
	"New York County, NY"	"36061"	"2016"	"2016"	"February"	"2"	"34 weeks"	"34"	12	2072.33	32.00	35.17	34.00
	"New York County, NY"	"36061"	"2016"	"2016"	"February"	"2"	"35 weeks"	"35"	22	2378.05	33.36	35.91	35.00
	"New York County, NY"	"36061"	"2016"	"2016"	"February"	"2"	"36 weeks"	"36"	52	2674.27	30.87	36.02	36.00
	"New York County, NY"	"36061"	"2016"	"2016"	"February"	"2"	"37 weeks"	"37"	93	2967.25	32.12	37.49	37.00
	"New York County, NY"	"36061"	"2016"	"2016"	"February"	"2"	"38 weeks"	"38"	199	3134.11	31.74	38.22	38.00
	"New York County, NY"	"36061"	"2016"	"2016"	"February"	"2"	"39 weeks"	"39"	464	3339.76	32.51	38.95	39.00
	"New York County, NY"	"36061"	"2016"	"2016"	"February"	"2"	"40 weeks"	"40"	365	3473.43	32.01	39.81	40.00
	"New York County, NY"	"36061"	"2016"	"2016"	"February"	"2"	"41 weeks"	"41"	164	3525.93	31.74	40.56	41.00
	"New York County, NY"	"36061"	"2016"	"2016"	"February"	"2"	"42 weeks"	"42"	10	3729.90	31.80	41.20	42.00
	"New York County, NY"	"36061"	"2016"	"2016"	"March"	"3"	"33 weeks"	"33"	11	2241.36	29.64	33.09	33.00
	"New York County, NY"	"36061"	"2016"	"2016"	"March"	"3"	"34 weeks"	"34"	31	2150.03	30.87	34.45	34.00
	"New York County, NY"	"36061"	"2016"	"2016"	"March"	"3"	"35 weeks"	"35"	15	2354.20	35.33	35.93	35.00
	"New York County, NY"	"36061"	"2016"	"2016"	"March"	"3"	"36 weeks"	"36"	48	2654.25	33.12	36.71	36.00
	"New York County, NY"	"36061"	"2016"	"2016"	"March"	"3"	"37 weeks"	"37"	102	2870.91	32.18	37.43	37.00
	"New York County, NY"	"36061"	"2016"	"2016"	"March"	"3"	"38 weeks"	"38"	244	3125.30	32.23	38.22	38.00
	"New York County, NY"	"36061"	"2016"	"2016"	"March"	"3"	"39 weeks"	"39"	466	3349.05	32.30	39.07	39.00
	"New York County, NY"	"36061"	"2016"	"2016"	"March"	"3"	"40 weeks"	"40"	369	3443.67	31.56	40.01	40.00
	"New York County, NY"	"36061"	"2016"	"2016"	"March"	"3"	"41 weeks"	"41"	133	3528.95	31.38	40.86	41.00
	"New York County, NY"	"36061"	"2016"	"2016"	"April"	"4"	"34 weeks"	"34"	16	2282.06	35.81	34.81	34.00
	"New York County, NY"	"36061"	"2016"	"2016"	"April"	"4"	"35 weeks"	"35"	32	2307.69	32.69	35.38	35.00
	"New York County, NY"	"36061"	"2016"	"2016"	"April"	"4"	"36 weeks"	"36"	46	2735.22	32.17	36.54	36.00
	"New York County, NY"	"36061"	"2016"	"2016"	"April"	"4"	"37 weeks"	"37"	136	2936.91	32.40	37.24	37.00
	"New York County, NY"	"36061"	"2016"	"2016"	"April"	"4"	"38 weeks"	"38"	213	3091.25	31.79	38.28	38.00
	"New York County, NY"	"36061"	"2016"	"2016"	"April"	"4"	"39 weeks"	"39"	504	3360.26	32.47	39.15	39.00
	"New York County, NY"	"36061"	"2016"	"2016"	"April"	"4"	"40 weeks"	"40"	365	3463.23	31.38	39.94	40.00
	"New York County, NY"	"36061"	"2016"	"2016"	"April"	"4"	"41 weeks"	"41"	125	3585.67	31.70	40.84	41.00
	"New York County, NY"	"36061"	"2016"	"2016"	"May"	"5"	"34 weeks"	"34"	14	2081.14	32.00	34.07	34.00
	"New York County, NY"	"36061"	"2016"	"2016"	"May"	"5"	"35 weeks"	"35"	35	2404.23	30.74	35.29	35.00
	"New York County, NY"	"36061"	"2016"	"2016"	"May"	"5"	"36 weeks"	"36"	55	2648.02	33.53	36.51	36.00
	"New York County, NY"	"36061"	"2016"	"2016"	"May"	"5"	"37 weeks"	"37"	137	2957.80	33.03	37.53	37.00
	"New York County, NY"	"36061"	"2016"	"2016"	"May"	"5"	"38 weeks"	"38"	211	3110.00	32.67	38.34	38.00
	"New York County, NY"	"36061"	"2016"	"2016"	"May"	"5"	"39 weeks"	"39"	527	3376.24	32.97	39.13	39.00
	"New York County, NY"	"36061"	"2016"	"2016"	"May"	"5"	"40 weeks"	"40"	397	3434.71	31.91	39.89	40.00
	"New York County, NY"	"36061"	"2016"	"2016"	"May"	"5"	"41 weeks"	"41"	116	3554.48	30.88	40.55	41.00
	"New York County, NY"	"36061"	"2016"	"2016"	"June"	"6"	"31 weeks"	"31"	10	1613.80	28.80	31.20	31.00
	"New York County, NY"	"36061"	"2016"	"2016"	"June"	"6"	"34 weeks"	"34"	14	2287.93	32.21	34.64	34.00
	"New York County, NY"	"36061"	"2016"	"2016"	"June"	"6"	"35 weeks"	"35"	27	2454.56	31.63	35.33	35.00
	"New York County, NY"	"36061"	"2016"	"2016"	"June"	"6"	"36 weeks"	"36"	52	2605.50	33.27	37.12	36.00
	"New York County, NY"	"36061"	"2016"	"2016"	"June"	"6"	"37 weeks"	"37"	120	2965.18	33.05	37.45	37.00
	"New York County, NY"	"36061"	"2016"	"2016"	"June"	"6"	"38 weeks"	"38"	192	3161.53	32.19	38.38	38.00
	"New York County, NY"	"36061"	"2016"	"2016"	"June"	"6"	"39 weeks"	"39"	506	3326.31	32.86	39.27	39.00
	"New York County, NY"	"36061"	"2016"	"2016"	"June"	"6"	"40 weeks"	"40"	369	3465.36	31.90	39.93	40.00
	"New York County, NY"	"36061"	"2016"	"2016"	"June"	"6"	"41 weeks"	"41"	128	3582.60	32.00	40.70	41.00
	"New York County, NY"	"36061"	"2016"	"2016"	"July"	"7"	"32 weeks"	"32"	10	1806.10	35.30	32.00	32.00
	"New York County, NY"	"36061"	"2016"	"2016"	"July"	"7"	"34 weeks"	"34"	20	2261.50	32.30	33.90	34.00
	"New York County, NY"	"36061"	"2016"	"2016"	"July"	"7"	"35 weeks"	"35"	25	2544.16	31.00	35.00	35.00
	"New York County, NY"	"36061"	"2016"	"2016"	"July"	"7"	"36 weeks"	"36"	58	2671.95	32.98	36.40	36.00
	"New York County, NY"	"36061"	"2016"	"2016"	"July"	"7"	"37 weeks"	"37"	124	2935.77	31.87	37.19	37.00
	"New York County, NY"	"36061"	"2016"	"2016"	"July"	"7"	"38 weeks"	"38"	233	3093.91	32.33	38.11	38.00
	"New York County, NY"	"36061"	"2016"	"2016"	"July"	"7"	"39 weeks"	"39"	538	3301.64	32.28	39.09	39.00
	"New York County, NY"	"36061"	"2016"	"2016"	"July"	"7"	"40 weeks"	"40"	386	3466.40	32.03	39.87	40.00
	"New York County, NY"	"36061"	"2016"	"2016"	"July"	"7"	"41 weeks"	"41"	130	3579.95	31.75	40.59	41.00
	"New York County, NY"	"36061"	"2016"	"2016"	"August"	"8"	"34 weeks"	"34"	20	2235.05	30.80	34.10	34.00
	"New York County, NY"	"36061"	"2016"	"2016"	"August"	"8"	"35 weeks"	"35"	24	2464.75	32.21	35.71	35.00
	"New York County, NY"	"36061"	"2016"	"2016"	"August"	"8"	"36 weeks"	"36"	60	2617.25	33.17	36.15	36.00
	"New York County, NY"	"36061"	"2016"	"2016"	"August"	"8"	"37 weeks"	"37"	117	2874.66	33.78	37.34	37.00
	"New York County, NY"	"36061"	"2016"	"2016"	"August"	"8"	"38 weeks"	"38"	241	3154.04	32.89	38.26	38.00
	"New York County, NY"	"36061"	"2016"	"2016"	"August"	"8"	"39 weeks"	"39"	547	3369.79	32.49	38.96	39.00
	"New York County, NY"	"36061"	"2016"	"2016"	"August"	"8"	"40 weeks"	"40"	367	3467.08	31.84	39.84	40.00
	"New York County, NY"	"36061"	"2016"	"2016"	"August"	"8"	"41 weeks"	"41"	137	3516.39	31.64	40.76	41.00
	"New York County, NY"	"36061"	"2016"	"2016"	"September"	"9"	"32 weeks"	"32"	14	1853.36	31.14	32.79	32.00
	"New York County, NY"	"36061"	"2016"	"2016"	"September"	"9"	"33 weeks"	"33"	11	2136.36	31.45	33.45	33.00
	"New York County, NY"	"36061"	"2016"	"2016"	"September"	"9"	"34 weeks"	"34"	16	2005.69	31.56	34.12	34.00
	"New York County, NY"	"36061"	"2016"	"2016"	"September"	"9"	"35 weeks"	"35"	20	2422.15	31.70	35.20	35.00
	"New York County, NY"	"36061"	"2016"	"2016"	"September"	"9"	"36 weeks"	"36"	56	2603.95	32.89	36.41	36.00
	"New York County, NY"	"36061"	"2016"	"2016"	"September"	"9"	"37 weeks"	"37"	131	2977.55	32.17	37.43	37.00
	"New York County, NY"	"36061"	"2016"	"2016"	"September"	"9"	"38 weeks"	"38"	181	3174.40	31.79	38.55	38.00
	"New York County, NY"	"36061"	"2016"	"2016"	"September"	"9"	"39 weeks"	"39"	497	3318.79	32.02	39.34	39.00
	"New York County, NY"	"36061"	"2016"	"2016"	"September"	"9"	"40 weeks"	"40"	362	3460.40	31.07	40.07	40.00
	"New York County, NY"	"36061"	"2016"	"2016"	"September"	"9"	"41 weeks"	"41"	124	3546.99	31.50	40.82	41.00
	"New York County, NY"	"36061"	"2016"	"2016"	"October"	"10"	"33 weeks"	"33"	15	1769.40	33.87	32.80	33.00
	"New York County, NY"	"36061"	"2016"	"2016"	"October"	"10"	"34 weeks"	"34"	23	2176.13	31.17	34.48	34.00
	"New York County, NY"	"36061"	"2016"	"2016"	"October"	"10"	"35 weeks"	"35"	28	2433.36	34.14	35.04	35.00
	"New York County, NY"	"36061"	"2016"	"2016"	"October"	"10"	"36 weeks"	"36"	57	2741.56	32.65	36.39	36.00
	"New York County, NY"	"36061"	"2016"	"2016"	"October"	"10"	"37 weeks"	"37"	112	2914.38	33.21	37.52	37.00
	"New York County, NY"	"36061"	"2016"	"2016"	"October"	"10"	"38 weeks"	"38"	226	3139.29	32.21	38.39	38.00
	"New York County, NY"	"36061"	"2016"	"2016"	"October"	"10"	"39 weeks"	"39"	491	3357.34	32.44	39.07	39.00
	"New York County, NY"	"36061"	"2016"	"2016"	"October"	"10"	"40 weeks"	"40"	353	3425.07	31.32	39.97	40.00
	"New York County, NY"	"36061"	"2016"	"2016"	"October"	"10"	"41 weeks"	"41"	140	3540.15	31.68	40.62	41.00
	"New York County, NY"	"36061"	"2016"	"2016"	"October"	"10"	"42 weeks"	"42"	10	3766.20	33.00	41.40	42.00
	"New York County, NY"	"36061"	"2016"	"2016"	"November"	"11"	"34 weeks"	"34"	12	2182.92	36.17	33.67	34.00
	"New York County, NY"	"36061"	"2016"	"2016"	"November"	"11"	"35 weeks"	"35"	20	2597.90	33.45	36.15	35.00
	"New York County, NY"	"36061"	"2016"	"2016"	"November"	"11"	"36 weeks"	"36"	46	2677.87	32.83	35.91	36.00
	"New York County, NY"	"36061"	"2016"	"2016"	"November"	"11"	"37 weeks"	"37"	101	2952.50	32.32	37.26	37.00
	"New York County, NY"	"36061"	"2016"	"2016"	"November"	"11"	"38 weeks"	"38"	196	3178.72	32.30	38.28	38.00
	"New York County, NY"	"36061"	"2016"	"2016"	"November"	"11"	"39 weeks"	"39"	480	3332.39	32.60	39.19	39.00
	"New York County, NY"	"36061"	"2016"	"2016"	"November"	"11"	"40 weeks"	"40"	340	3490.34	32.24	40.02	40.00
	"New York County, NY"	"36061"	"2016"	"2016"	"November"	"11"	"41 weeks"	"41"	139	3589.06	31.73	40.74	41.00
	"New York County, NY"	"36061"	"2016"	"2016"	"December"	"12"	"34 weeks"	"34"	22	2321.77	34.59	34.05	34.00
	"New York County, NY"	"36061"	"2016"	"2016"	"December"	"12"	"35 weeks"	"35"	27	2586.78	32.89	35.19	35.00
	"New York County, NY"	"36061"	"2016"	"2016"	"December"	"12"	"36 weeks"	"36"	42	2724.05	32.29	36.21	36.00
	"New York County, NY"	"36061"	"2016"	"2016"	"December"	"12"	"37 weeks"	"37"	108	2986.98	31.57	37.22	37.00
	"New York County, NY"	"36061"	"2016"	"2016"	"December"	"12"	"38 weeks"	"38"	243	3149.28	32.16	38.33	38.00
	"New York County, NY"	"36061"	"2016"	"2016"	"December"	"12"	"39 weeks"	"39"	493	3354.63	32.29	39.00	39.00
	"New York County, NY"	"36061"	"2016"	"2016"	"December"	"12"	"40 weeks"	"40"	354	3421.77	31.34	39.90	40.00
	"New York County, NY"	"36061"	"2016"	"2016"	"December"	"12"	"41 weeks"	"41"	125	3549.30	32.02	40.56	41.00
	"New York County, NY"	"36061"	"2017"	"2017"	"January"	"1"	"33 weeks"	"33"	19	2000.37	33.37	32.95	33.00
	"New York County, NY"	"36061"	"2017"	"2017"	"January"	"1"	"34 weeks"	"34"	28	2108.14	34.21	34.75	34.00
	"New York County, NY"	"36061"	"2017"	"2017"	"January"	"1"	"35 weeks"	"35"	37	2380.05	32.81	35.16	35.00
	"New York County, NY"	"36061"	"2017"	"2017"	"January"	"1"	"36 weeks"	"36"	45	2743.56	34.44	36.44	36.00
	"New York County, NY"	"36061"	"2017"	"2017"	"January"	"1"	"37 weeks"	"37"	121	2951.03	32.97	37.50	37.00
	"New York County, NY"	"36061"	"2017"	"2017"	"January"	"1"	"38 weeks"	"38"	225	3125.32	32.29	38.41	38.00
	"New York County, NY"	"36061"	"2017"	"2017"	"January"	"1"	"39 weeks"	"39"	495	3346.76	32.50	39.12	39.00
	"New York County, NY"	"36061"	"2017"	"2017"	"January"	"1"	"40 weeks"	"40"	410	3462.63	31.97	39.84	40.00
	"New York County, NY"	"36061"	"2017"	"2017"	"January"	"1"	"41 weeks"	"41"	122	3561.80	32.24	40.73	41.00
	"New York County, NY"	"36061"	"2017"	"2017"	"February"	"2"	"34 weeks"	"34"	12	2217.92	34.00	34.08	34.00
	"New York County, NY"	"36061"	"2017"	"2017"	"February"	"2"	"35 weeks"	"35"	16	2126.44	35.06	36.81	35.00
	"New York County, NY"	"36061"	"2017"	"2017"	"February"	"2"	"36 weeks"	"36"	31	2628.84	30.90	36.06	36.00
	"New York County, NY"	"36061"	"2017"	"2017"	"February"	"2"	"37 weeks"	"37"	107	2907.28	33.37	37.46	37.00
	"New York County, NY"	"36061"	"2017"	"2017"	"February"	"2"	"38 weeks"	"38"	211	3153.27	32.28	38.30	38.00
	"New York County, NY"	"36061"	"2017"	"2017"	"February"	"2"	"39 weeks"	"39"	492	3333.73	32.32	39.19	39.00
	"New York County, NY"	"36061"	"2017"	"2017"	"February"	"2"	"40 weeks"	"40"	340	3434.04	32.03	39.90	40.00
	"New York County, NY"	"36061"	"2017"	"2017"	"February"	"2"	"41 weeks"	"41"	114	3572.38	31.71	40.61	41.00
	"New York County, NY"	"36061"	"2017"	"2017"	"March"	"3"	"34 weeks"	"34"	18	2332.28	31.11	35.56	34.00
	"New York County, NY"	"36061"	"2017"	"2017"	"March"	"3"	"35 weeks"	"35"	36	2480.97	32.94	35.39	35.00
	"New York County, NY"	"36061"	"2017"	"2017"	"March"	"3"	"36 weeks"	"36"	45	2730.71	32.09	36.56	36.00
	"New York County, NY"	"36061"	"2017"	"2017"	"March"	"3"	"37 weeks"	"37"	123	2830.43	32.48	37.37	37.00
	"New York County, NY"	"36061"	"2017"	"2017"	"March"	"3"	"38 weeks"	"38"	217	3154.71	32.40	38.20	38.00
	"New York County, NY"	"36061"	"2017"	"2017"	"March"	"3"	"39 weeks"	"39"	483	3341.72	32.38	39.07	39.00
	"New York County, NY"	"36061"	"2017"	"2017"	"March"	"3"	"40 weeks"	"40"	374	3406.37	31.71	39.86	40.00
	"New York County, NY"	"36061"	"2017"	"2017"	"March"	"3"	"41 weeks"	"41"	128	3546.37	32.35	40.62	41.00
	"New York County, NY"	"36061"	"2017"	"2017"	"April"	"4"	"32 weeks"	"32"	10	1769.60	31.20	32.10	32.00
	"New York County, NY"	"36061"	"2017"	"2017"	"April"	"4"	"34 weeks"	"34"	13	2318.62	33.23	34.92	34.00
	"New York County, NY"	"36061"	"2017"	"2017"	"April"	"4"	"35 weeks"	"35"	20	2343.00	34.05	35.35	35.00
	"New York County, NY"	"36061"	"2017"	"2017"	"April"	"4"	"36 weeks"	"36"	45	2773.93	32.89	36.73	36.00
	"New York County, NY"	"36061"	"2017"	"2017"	"April"	"4"	"37 weeks"	"37"	119	2835.44	33.43	37.50	37.00
	"New York County, NY"	"36061"	"2017"	"2017"	"April"	"4"	"38 weeks"	"38"	210	3171.16	31.74	38.36	38.00
	"New York County, NY"	"36061"	"2017"	"2017"	"April"	"4"	"39 weeks"	"39"	461	3348.61	32.60	39.18	39.00
	"New York County, NY"	"36061"	"2017"	"2017"	"April"	"4"	"40 weeks"	"40"	354	3460.47	32.27	39.72	40.00
	"New York County, NY"	"36061"	"2017"	"2017"	"April"	"4"	"41 weeks"	"41"	114	3605.91	31.11	40.70	41.00
	"New York County, NY"	"36061"	"2017"	"2017"	"May"	"5"	"34 weeks"	"34"	22	2306.73	33.77	34.73	34.00
	"New York County, NY"	"36061"	"2017"	"2017"	"May"	"5"	"35 weeks"	"35"	14	2234.14	31.86	34.79	35.00
	"New York County, NY"	"36061"	"2017"	"2017"	"May"	"5"	"36 weeks"	"36"	43	2675.47	33.81	36.95	36.00
	"New York County, NY"	"36061"	"2017"	"2017"	"May"	"5"	"37 weeks"	"37"	133	2920.56	32.68	37.32	37.00
	"New York County, NY"	"36061"	"2017"	"2017"	"May"	"5"	"38 weeks"	"38"	247	3136.24	32.39	38.27	38.00
	"New York County, NY"	"36061"	"2017"	"2017"	"May"	"5"	"39 weeks"	"39"	515	3357.25	32.47	39.00	39.00
	"New York County, NY"	"36061"	"2017"	"2017"	"May"	"5"	"40 weeks"	"40"	362	3461.36	31.53	39.67	40.00
	"New York County, NY"	"36061"	"2017"	"2017"	"May"	"5"	"41 weeks"	"41"	128	3559.98	31.30	40.57	41.00
	"New York County, NY"	"36061"	"2017"	"2017"	"June"	"6"	"32 weeks"	"32"	11	1510.91	32.18	31.64	32.00
	"New York County, NY"	"36061"	"2017"	"2017"	"June"	"6"	"34 weeks"	"34"	19	2164.26	35.68	34.47	34.00
	"New York County, NY"	"36061"	"2017"	"2017"	"June"	"6"	"35 weeks"	"35"	29	2438.79	33.10	34.79	35.00
	"New York County, NY"	"36061"	"2017"	"2017"	"June"	"6"	"36 weeks"	"36"	61	2658.54	34.08	36.49	36.00
	"New York County, NY"	"36061"	"2017"	"2017"	"June"	"6"	"37 weeks"	"37"	136	2864.46	32.30	37.54	37.00
	"New York County, NY"	"36061"	"2017"	"2017"	"June"	"6"	"38 weeks"	"38"	222	3125.11	32.23	38.38	38.00
	"New York County, NY"	"36061"	"2017"	"2017"	"June"	"6"	"39 weeks"	"39"	527	3371.57	32.96	38.95	39.00
	"New York County, NY"	"36061"	"2017"	"2017"	"June"	"6"	"40 weeks"	"40"	351	3494.30	31.90	39.72	40.00
	"New York County, NY"	"36061"	"2017"	"2017"	"June"	"6"	"41 weeks"	"41"	141	3598.79	31.80	40.40	41.00
	"New York County, NY"	"36061"	"2017"	"2017"	"July"	"7"	"32 weeks"	"32"	12	1678.75	34.17	32.00	32.00
	"New York County, NY"	"36061"	"2017"	"2017"	"July"	"7"	"33 weeks"	"33"	12	1998.33	35.67	33.67	33.00
	"New York County, NY"	"36061"	"2017"	"2017"	"July"	"7"	"34 weeks"	"34"	13	2117.77	32.31	34.15	34.00
	"New York County, NY"	"36061"	"2017"	"2017"	"July"	"7"	"35 weeks"	"35"	19	2581.42	31.84	34.95	35.00
	"New York County, NY"	"36061"	"2017"	"2017"	"July"	"7"	"36 weeks"	"36"	55	2631.93	32.65	36.42	36.00
	"New York County, NY"	"36061"	"2017"	"2017"	"July"	"7"	"37 weeks"	"37"	146	2917.08	33.02	37.27	37.00
	"New York County, NY"	"36061"	"2017"	"2017"	"July"	"7"	"38 weeks"	"38"	224	3142.03	32.67	38.25	38.00
	"New York County, NY"	"36061"	"2017"	"2017"	"July"	"7"	"39 weeks"	"39"	477	3355.54	32.39	38.97	39.00
	"New York County, NY"	"36061"	"2017"	"2017"	"July"	"7"	"40 weeks"	"40"	362	3450.68	31.65	39.80	40.00
	"New York County, NY"	"36061"	"2017"	"2017"	"July"	"7"	"41 weeks"	"41"	127	3621.87	32.36	40.55	41.00
	"New York County, NY"	"36061"	"2017"	"2017"	"August"	"8"	"33 weeks"	"33"	14	1986.79	35.07	33.07	33.00
	"New York County, NY"	"36061"	"2017"	"2017"	"August"	"8"	"34 weeks"	"34"	15	2142.40	31.20	34.40	34.00
	"New York County, NY"	"36061"	"2017"	"2017"	"August"	"8"	"35 weeks"	"35"	22	2482.73	33.27	35.68	35.00
	"New York County, NY"	"36061"	"2017"	"2017"	"August"	"8"	"36 weeks"	"36"	41	2726.93	31.59	36.44	36.00
	"New York County, NY"	"36061"	"2017"	"2017"	"August"	"8"	"37 weeks"	"37"	121	2988.27	32.10	37.53	37.00
	"New York County, NY"	"36061"	"2017"	"2017"	"August"	"8"	"38 weeks"	"38"	221	3139.10	32.86	38.32	38.00
	"New York County, NY"	"36061"	"2017"	"2017"	"August"	"8"	"39 weeks"	"39"	523	3351.63	32.90	39.00	39.00
	"New York County, NY"	"36061"	"2017"	"2017"	"August"	"8"	"40 weeks"	"40"	378	3444.09	31.75	39.79	40.00
	"New York County, NY"	"36061"	"2017"	"2017"	"August"	"8"	"41 weeks"	"41"	116	3574.32	31.17	40.59	41.00
	"New York County, NY"	"36061"	"2017"	"2017"	"September"	"9"	"33 weeks"	"33"	11	1945.00	33.64	33.27	33.00
	"New York County, NY"	"36061"	"2017"	"2017"	"September"	"9"	"34 weeks"	"34"	14	2339.07	34.29	34.00	34.00
	"New York County, NY"	"36061"	"2017"	"2017"	"September"	"9"	"35 weeks"	"35"	32	2383.25	33.97	35.72	35.00
	"New York County, NY"	"36061"	"2017"	"2017"	"September"	"9"	"36 weeks"	"36"	54	2582.72	33.17	36.30	36.00
	"New York County, NY"	"36061"	"2017"	"2017"	"September"	"9"	"37 weeks"	"37"	151	2895.70	32.07	37.49	37.00
	"New York County, NY"	"36061"	"2017"	"2017"	"September"	"9"	"38 weeks"	"38"	220	3107.85	31.80	38.32	38.00
	"New York County, NY"	"36061"	"2017"	"2017"	"September"	"9"	"39 weeks"	"39"	495	3328.32	32.41	38.99	39.00
	"New York County, NY"	"36061"	"2017"	"2017"	"September"	"9"	"40 weeks"	"40"	356	3456.42	31.49	39.81	40.00
	"New York County, NY"	"36061"	"2017"	"2017"	"September"	"9"	"41 weeks"	"41"	127	3601.70	31.65	40.60	41.00
	"New York County, NY"	"36061"	"2017"	"2017"	"October"	"10"	"33 weeks"	"33"	11	1901.45	35.00	32.82	33.00
	"New York County, NY"	"36061"	"2017"	"2017"	"October"	"10"	"34 weeks"	"34"	15	2076.33	34.27	33.53	34.00
	"New York County, NY"	"36061"	"2017"	"2017"	"October"	"10"	"35 weeks"	"35"	20	2493.35	32.30	35.60	35.00
	"New York County, NY"	"36061"	"2017"	"2017"	"October"	"10"	"36 weeks"	"36"	39	2542.41	33.23	36.18	36.00
	"New York County, NY"	"36061"	"2017"	"2017"	"October"	"10"	"37 weeks"	"37"	131	2926.01	34.08	37.54	37.00
